Ⲉⲣϣⲁⲛ	ACOND	ⲉⲣϣⲁⲛ
ⲉ̇ϩⲟⲩⲛ	ADV	ⲉϩⲟⲩⲛ
ϩⲛ̇	PREP	ϩⲛ
ⲙ̇	ART	ⲙ
ⲡⲏⲩⲉ	N	ⲡⲏⲩⲉ
·	PUNCT	,
Ⲟⲩ	ART	ⲟⲩ
ⲁ̇ⲧⲟⲩⲱ̇	N	ⲁⲧⲟⲩⲱ
ⲅⲁⲣ	PTC	ⲅⲁⲣ
ⲛⲁ	PREP	ⲛⲁ
ⲕ	PPERO	ⲕ
ⲡⲉ	COP	ⲡⲉ
ⲡ	ART	ⲡ
ⲙ̇ⲧⲟⲛ	N	ⲙⲧⲟⲛ
ⲛ̇ϣⲁ	ADV	ⲛϣⲁ
ⲉ̇ⲛⲉϩ	ADV	ⲉⲛⲉϩ
·	PUNCT	.
Ⲁ	APST	ⲁ
ⲩ̇	PPERS	ⲩ
ϫ̇ⲛⲉ	V	ϫⲛⲉ
ⲧ	ART	ⲧ
̇ⲙⲁⲕⲁⲣⲓ̇ⲁ	N	ⲙⲁⲕⲁⲣⲓⲁ
ⲥⲩⲛⲕ̇ⲗⲏⲧⲓ̇ⲕⲏ	NPROP	ⲥⲩⲛⲕⲗⲏⲧⲓⲕⲏ
·	PUNCT	,
ϫⲉ	CONJ	ϫⲉ
ⲛⲉ	CPRET	ⲛⲉ
ⲟⲩ	ART	ⲟⲩ
ⲁⲅⲁⲑⲟⲛ	N	ⲁⲅⲁⲑⲟⲛ
ⲉ̇	CCIRC	ⲉ
ϥ	PPERS	ϥ
ϫⲏⲕ	VSTAT	ϫⲏⲕ
ⲉ̇ⲃⲟⲗ	ADV	ⲉⲃⲟⲗ
ⲧ	ART	ⲧ
ⲉⲧ̇	CREL	ⲉⲧ
ⲙⲛⲧ̇ⲁ̇ⲧϩ̇ⲛⲁⲁ̇ⲁⲩ	N	ⲙⲛⲧⲁⲧϩⲛⲁⲁⲩ
·	PUNCT	·
ⲁ̇	APST	ⲁ
ⲥ	PPERS	ⲥ
ⲟⲩⲱ̇ϣⲃ̇	V	ⲟⲩⲱϣⲃ
ϫⲉ	CONJ	ϫⲉ
ⲟⲩ	ART	ⲟⲩ
ⲁ̇ⲅⲁⲑⲟⲛ	N	ⲁⲅⲁⲑⲟⲛ
ⲛ̇	PREP	ⲛ
ϩⲟⲩⲟ̇	N	ϩⲟⲩⲟ
ⲡⲉ	COP	ⲡⲉ
ⲉ̇	CCIRC	ⲉ
ϥ	PPERS	ϥ
ϫⲏⲕ	VSTAT	ϫⲏⲕ
ⲉⲃⲟⲗ	ADV	ⲉⲃⲟⲗ
ⲛ̇	PREP	ⲛ
ⲛ	ART	ⲛ
ⲉⲧⲉ	CREL	ⲉⲧⲉ
ⲙⲛ̇	EXIST	ⲙⲛ
ϭⲟⲙ	N	ϭⲟⲙ
ⲙ̇ⲙⲟ	PREP	ⲙⲙⲟ
ⲟⲩ	PPERO	ⲟⲩ
·	PUNCT	.
Ⲛ	ART	ⲛ
ⲉⲛⲧ	CREL	ⲉⲛⲧ
ⲁ	APST	ⲁ
ⲩ	PPERS	ⲩ
ϩⲩⲡⲟⲙⲓ̇ⲛⲉ	V	ϩⲩⲡⲟⲙⲓⲛⲉ
ⲅⲁⲣ	PTC	ⲅⲁⲣ
ϩ̇ⲙ	PREP	ϩⲙ
ⲡⲁⲓ̇	PDEM	ⲡⲁⲓ
ⲟⲩⲛⲧⲁ	EXIST	ⲟⲩⲛⲧⲁ
ⲩ	PPERO	ⲩ
ⲙ̇ⲙⲁⲩ	ADV	ⲙⲙⲁⲩ
ⲛ	PREP	ⲛ
ⲟⲩ	ART	ⲟⲩ
ⲑ̇ⲗⲓ̇ⲯⲓ̇ⲥ	N	ⲑⲗⲓⲯⲓⲥ
ϩⲛ̇	PREP	ϩⲛ
ⲧ̇	ART	ⲧ
ⲥⲁⲣⲝ̇	N	ⲥⲁⲣⲝ
·	PUNCT	,
ϩⲛ̇	PREP	ϩⲛ
ⲧⲉ	ART	ⲧⲉ
ⲯⲩⲭⲏ	N	ⲯⲩⲭⲏ
ⲇⲉ	PTC	ⲇⲉ
ⲟⲩⲛ̇ⲧⲁ	EXIST	ⲟⲩⲛⲧⲁ
ⲩ	PPERO	ⲩ
ⲙ̇ⲙⲁⲩ	ADV	ⲙⲙⲁⲩ
ⲛ	PREP	ⲛ
ⲟⲩ	ART	ⲟⲩ
ϩ̇ⲙⲟⲧ	N	ϩⲙⲟⲧ
·ⲻ	PUNCT	.
ⲛ	PREP	ⲛ
ⲧ	ART	ⲧ
ϩⲉ	N	ϩⲉ
ⲅⲁⲣ	PTC	ⲅⲁⲣ
ⲛ̇	PREP	ⲛ
ϩ̇ⲛ	ART	ϩⲛ
ϩⲟⲓ̇ⲧⲉ	N	ϩⲟⲓⲧⲉ
ⲉ̇	CCIRC	ⲉ
ⲩ	PPERS	ⲩ
ϫⲟⲟ̇ⲣ	V	ϫⲟⲟⲣ
ⲉ̇	CCIRC	ⲉ
ⲩ	PPERS	ⲩ
ϩⲱⲙ	V	ϩⲱⲙ
ⲉ̇ϫⲱ	PREP	ⲉϫⲱ
ⲟⲩ	PPERO	ⲟⲩ
·	PUNCT	,
ⲁⲩⲱ̇	CONJ	ⲁⲩⲱ
ⲉ̇	CFOC	ⲉ
ⲩ	PPERS	ⲩ
ϣⲱⲙ	N	ϣⲱⲙ
ⲙ̇ⲙⲟ	PREP	ⲙⲙⲟ
ⲟⲩ	PPERO	ⲟⲩ
ϣⲁ	AAOR	ϣⲁ
ⲩ	PPERS	ⲩ
ⲧ̇ⲣⲉ	ACAUS	ⲧⲣⲉ
ⲩ	PPERS	ⲩ
ⲕⲱⲧⲉ	V	ⲕⲱⲧⲉ
ϩⲛ̇	PREP	ϩⲛ
ⲟⲩ	ART	ⲟⲩ
ϫⲛⲁϩ	N	ϫⲛⲁϩ
ϣⲁⲛⲧ	ALIM	ϣⲁⲛⲧ
ⲟⲩ	PPERS	ⲟⲩ
ⲟⲩⲃⲁϣ	V	ⲟⲩⲃⲁϣ
·	PUNCT	,
ⲧⲁⲓ̇	PDEM	ⲧⲁⲓ
ⲧⲉ	COP	ⲧⲉ
ⲧ	ART	ⲧ
ϩⲉ	N	ϩⲉ
ⲛ̇	PREP	ⲛ
ⲧⲉ	ART	ⲧⲉ
ⲯⲩⲭⲏ	N	ⲯⲩⲭⲏ
ⲉ̇ⲧ	CREL	ⲉⲧ
ϫⲟⲟⲣ	VSTAT	ϫⲟⲟⲣ
ϩⲛ̇	PREP	ϩⲛ
ⲧ	ART	ⲧ
ⲙⲛⲧ̇	EXIST	ⲙⲛⲧ
ϩⲏⲕⲉ	N	ϩⲏⲕⲉ
ϩⲁ	PREP	ϩⲁ
ⲡⲉⲩ	PPOS	ⲡⲉⲩ
ϩ̇ⲧⲟⲣ	N	ϩⲧⲟⲣ
ⲉ	CCIRC	ⲉ
̇ϣⲁ	AAOR	ϣⲁ
ⲩ	PPERS	ⲩ
ⲁ̇ⲙⲁϩⲧⲉ	V	ⲁⲙⲁϩⲧⲉ
ⲛ̇	PREP	ⲛ
ϩⲟⲩⲟ̇	N	ϩⲟⲩⲟ
·ⲻ	PUNCT	.
Ⲛϭⲓ̇	PTC	ⲛϭⲓ
ⲁ̇ⲡⲁ	N	ⲁⲡⲁ
ⲃⲉⲛⲓ̇ⲁ̇ⲙⲓ̇ⲛ	NPROP	ⲃⲉⲛⲓⲁⲙⲓⲛ
ⲙⲛ̇	PREP	ⲙⲛ
ⲛⲉϥ	PPOS	ⲛⲉϥ
ⲙⲁⲑⲏⲧⲏⲥ	N	ⲙⲁⲑⲏⲧⲏⲥ
·	PUNCT	,
ϫⲉ	CONJ	ϫⲉ
ⲙⲟ̇ⲟⲩϣⲉ	N	ⲙⲟⲟⲩϣⲉ
ϩⲛ̇	PREP	ϩⲛ
ⲧⲉ	ART	ⲧⲉ
ϩⲓ̇ⲏ̇	N	ϩⲓⲏ
ⲙ̇	PREP	ⲙ
ⲡ	ART	ⲡ
ⲣ̇ⲣ̇ⲟ	N	ⲣⲣⲟ
·	PUNCT	,
ⲁⲩⲱ̇	CONJ	ⲁⲩⲱ
ⲱ̇ⲡ	V	ⲱⲡ
ⲛ̇ⲥⲁ	PREP	ⲛⲥⲁ
ⲙ̇	ART	ⲙ
ⲙⲓ̇ⲗⲓ̇ⲟⲛ	N	ⲙⲓⲗⲓⲟⲛ
ⲁⲩⲱ̇	CONJ	ⲁⲩⲱ
ⲛ̇	PREP	ⲛ
ⲧ	ART	ⲧ
ⲉⲧ	CREL	ⲉⲧ
ⲛⲁ	PREP	ⲛⲁ
ϣⲱⲥ̇ⲙ	N	ϣⲱⲥⲙ
ⲁ̇ⲛ	NEG	ⲁⲛ
·ⲻ	PUNCT	.
Ⲛⲉ̇	CPRET	ⲛⲉ
ⲟⲩⲛ̇	EXIST	ⲟⲩⲛ
ⲟⲩⲁ	N	ⲟⲩⲁ
ⲇⲉ	PTC	ⲇⲉ
ⲛ̇ⲧⲉ	PREP	ⲛⲧⲉ
ⲛ	ART	ⲛ
ⲉⲧ	CREL	ⲉⲧ
ⲟⲩⲁ̇ⲁⲃ	VSTAT	ⲟⲩⲁⲁⲃ
ⲉ̇	CCIRC	ⲉ
ϣⲁ	AAOR	ϣⲁ
ⲩ	PPERS	ⲩ
ⲙⲟⲩⲧⲉ	V	ⲙⲟⲩⲧⲉ
ⲉ̇ⲣⲟ	PREP	ⲉⲣⲟ
ϥ	PPERO	ϥ
ϫⲉ	CONJ	ϫⲉ
ⲫⲓ̇ⲗⲁⲅⲣⲓ̇ⲟⲥ	NPROP	ⲫⲓⲗⲁⲅⲣⲓⲟⲥ
·	PUNCT	,
ⲉ̇	CCIRC	ⲉ
ϥ	PPERS	ϥ
ⲟⲩⲏ̇ϩ	VSTAT	ⲟⲩⲏϩ
ϩⲛ̇	PREP	ϩⲛ
ⲑ︦	ART	ⲧ
ⲓ̇︦︦︦︦ⲗ︦ⲏ︦ⲙ︦	NPROP	ϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ
·	PUNCT	,
ⲉ̇	CCIRC	ⲉ
ϥ	PPERS	ϥ
ⲣ̇	V	ⲣ
ϩⲱⲃ	N	ϩⲱⲃ
ϩⲛ̇	PREP	ϩⲛ
ⲟⲩ	ART	ⲟⲩ
ϩⲓ̇ⲥⲉ	N	ϩⲓⲥⲉ
·	PUNCT	·
ϣⲁⲛⲧⲉ	ALIM	ϣⲁⲛⲧⲉ
ϥ	PPERS	ϥ
ϫ̇ⲡⲟ	V	ϫⲡⲟ
ⲛⲁ	PREP	ⲛⲁ
ϥ	PPERO	ϥ
ⲙ̇	PREP	ⲙ
ⲡⲉϥ	PPOS	ⲡⲉϥ
ⲟ̇ⲉⲓ̇ⲕ	N	ⲟⲉⲓⲕ
ⲙ̇ⲙⲓ̇ⲛⲙⲙⲟ	IMOD	ⲙⲙⲓⲛⲙⲙⲟ
ϥ	PPERO	ϥ
·	PUNCT	.
Ⲛ	PREP	ⲛ
ϩⲱⲥⲟⲛ	CONJ	ϩⲱⲥⲟⲛ
ⲇⲉ̇	PTC	ⲇⲉ
ϥ	PPERS	ϥ
ⲁ̇ϩⲉⲣⲁⲧ̇	V	ⲁϩⲉⲣⲁⲧ
ϥ	PPERO	ϥ
ϩⲛ̇	PREP	ϩⲛ
ⲧ	ART	ⲧ
ⲁⲅⲱⲣⲁ	N	ⲁⲅⲱⲣⲁ
ⲉ̇	CCIRC	ⲉ
ϯ̇	V	ϯ
ⲙ̇	PREP	ⲙ
ⲡⲉϥ	PPOS	ⲡⲉϥ
ϩⲱⲃ	N	ϩⲱⲃ
ⲛ̇	PREP	ⲛ
ϭⲓ̇ϫ	N	ϭⲓϫ
ⲉ̇ⲃⲟⲗ	ADV	ⲉⲃⲟⲗ
·	PUNCT	,
ⲉⲓ̈ⲥ	PTC	ⲉⲓⲥ
ϩⲏⲏ̇ⲧⲉ	N	ϩⲏⲏⲧⲉ
ϩⲛ̇	PREP	ϩⲛ
ⲟⲩ	ART	ⲟⲩ
ϣ̇ⲥ̇ⲛⲉ	N	ϣⲥⲛⲉ
ⲁ̇	APST	ⲁ
ϥ	PPERS	ϥ
ϭⲓ̇ⲛⲉ	V	ϭⲓⲛⲉ
ⲛ	PREP	ⲛ
ⲟⲩ	ART	ⲟⲩ
ⲃⲁⲗⲗⲁⲧⲓ̇ⲟⲛ	N	ⲃⲁⲗⲗⲁⲧⲓⲟⲛ
ⲉ̇	CCIRC	ⲉ
ⲩ	PPERS	ⲩ
ⲛ̇	PREP	ⲛ
ⲙⲏⲧ	N	ⲙⲏⲧ
ⲛ̇	PREP	ⲛ
ϣⲉ	N	ϣⲉ
ⲛ̇	PREP	ⲛ
ϩⲟⲗⲟⲕⲟⲧⲧⲓ̇ⲛⲟⲥ	N	ϩⲟⲗⲟⲕⲟⲧⲧⲓⲛⲟⲥ
ϩⲓ̇ⲱⲱ	PREP	ϩⲓⲱⲱ
ⲥ	PPERO	ⲥ
·	PUNCT	.
ⲁ̇	APST	ⲁ
ϥ	PPERS	ϥ
ⲁ̇ϩⲉⲣⲁⲧ	V	ⲁϩⲉⲣⲁⲧ
ϥ̇	PPERO	ϥ
ϩⲙ̇	PREP	ϩⲙ
ⲡⲉϥ	PPOS	ⲡⲉϥ
ⲙⲁ	N	ⲙⲁ
ⲉ̇	CCIRC	ⲉ
ϥ	PPERS	ϥ
ϫⲱ	V	ϫⲱ
ⲙ̇ⲙⲟ	PREP	ⲙⲙⲟ
ⲥ	PPERO	ⲥ
·	PUNCT	,
ϫⲉ	CONJ	ϫⲉ
ϩⲁⲡⲥ̇	VBD	ϩⲁⲡⲥ
ⲡⲉ	ART	ⲡⲉ
ⲉ̇	PREP	ⲉ
ⲧⲣⲉ	ACAUS	ⲧⲣⲉ
ⲡ	ART	ⲡ
ⲉⲛ̇ⲧ	CREL	ⲉⲛⲧ
ⲁ	APST	ⲁ
ϥ	PPERS	ϥ
ⲥⲟⲣⲙ	V	ⲥⲟⲣⲙ
ⲉⲥ	PPERO	ⲉⲥ
ⲉⲓ̈	V	ⲉⲓ
·ⲻ	PUNCT	.
Ⲁⲩⲱ̇	CONJ	ⲁⲩⲱ
ⲉⲓ̇ⲥ	PTC	ⲉⲓⲥ
ⲡ	ART	ⲡ
ⲉⲧ	CREL	ⲉⲧ
ⲙ̇ⲙⲁⲩ	ADV	ⲙⲙⲁⲩ
ⲁ̇	APST	ⲁ
ϥ	PPERS	ϥ
ⲉⲓ̇	V	ⲉⲓ
ⲉ̇	CCIRC	ⲉ
ϥ	PPERS	ϥ
ⲣⲓ̇ⲙⲉ	V	ⲣⲓⲙⲉ
·	PUNCT	.
ⲁ̇	APST	ⲁ
ϥ	PPERS	ϥ
ϭⲟⲡ̇	V	ϭⲟⲡ
ϥ	PPERO	ϥ
ⲇⲉ	PTC	ⲇⲉ
ⲛ̇ϭⲓ̇	PTC	ⲛϭⲓ
ⲡ̇	ART	ⲡ
ϩ̇ⲗⲗⲟ	N	ϩⲗⲗⲟ
ⲁ̇	APST	ⲁ
ϥ	PPERS	ϥ
ϫⲓ̇ⲧ	V	ϫⲓⲧ
ϥ	PPERO	ϥ
ⲛⲥⲁ	PREP	ⲛⲥⲁ
ⲟⲩ	ART	ⲟⲩ
ⲥⲁ	N	ⲥⲁ
ⲁ̇	APST	ⲁ
ϥ	PPERS	ϥ
ⲧⲁ̇ⲁ	V	ⲧⲁⲁ
ⲥ	PPERO	ⲥ
ⲛⲁ	PREP	ⲛⲁ
ϥ	PPERO	ϥ
·	PUNCT	,
ⲡ	ART	ⲡ
ⲉⲧ	CREL	ⲉⲧ
ⲙ̇ⲙⲁⲩ	ADV	ⲙⲙⲁⲩ
ⲇⲉ	PTC	ⲇⲉ
ⲁ	APST	ⲁ
ϥ	PPERS	ϥ
ⲁⲙ̇ⲁϩⲧⲉ	V	ⲁⲙⲁϩⲧⲉ
ⲙ̇ⲙⲟ	PREP	ⲙⲙⲟ
ϥ	PPERO	ϥ
ⲉ̇	CCIRC	ⲉ
ϥ	PPERS	ϥ
ⲟⲩⲱ̇ϣ	V	ⲟⲩⲱϣ
ⲉ̇	PREP	ⲉ
ϯ̇	V	ϯ
ⲛ	ART	ⲛ
ⲟⲩⲱ̇ⲛ	N	ⲟⲩⲱⲛ
ⲛⲁ	PREP	ⲛⲁ
ϥ	PPERO	ϥ
·	PUNCT	,
ⲡ̇	ART	ⲡ
ϩ̇ⲗⲗⲟ	N	ϩⲗⲗⲟ
ⲇⲉ	PTC	ⲇⲉ
ⲙ̇ⲡⲉ	ANEGPST	ⲙⲡⲉ
ϥ	PPERS	ϥ
ⲟⲩⲱ̇ϣ	V	ⲟⲩⲱϣ
ⲉ	PREP	ⲉ
ϫⲓ̇	V	ϫⲓ
·ⲻ	PUNCT	.
Ⲧⲟⲧⲉ	ADV	ⲧⲟⲧⲉ
ⲁ̇	APST	ⲁ
ϥ	PPERS	ϥ
ϩⲓⲧⲟⲟ̇ⲧ	V	ϩⲓⲧⲟⲟⲧ
ϥ̇	PPERO	ϥ
ⲉ̇	PREP	ⲉ
ϫⲓ̇ϣ̇ⲕⲁⲕ	V	ϫⲓϣⲕⲁⲕ
ⲉⲃⲟⲗ	ADV	ⲉⲃⲟⲗ
ⲉ̇	CCIRC	ⲉ
ϥ	PPERS	ϥ
ϫⲱ	V	ϫⲱ
ⲙ̇ⲙⲟ	PREP	ⲙⲙⲟ
ⲥ̣	PPERO	ⲥ
·	PUNCT	,
ϫⲉ	CONJ	ϫⲉ
ⲁ̇ⲙⲏⲓ̇	VIMP	ⲁⲙⲏⲓ
ⲧⲛ̇	PPERS	ⲧⲛ
ⲛ	PREP	ⲛ
ⲧⲉⲧ̇ⲛ	PPERO	ⲧⲉⲧⲛ
ⲛⲁⲩ	V	ⲛⲁⲩ
ⲉ̇	PREP	ⲉ
ⲩ	PPERO	ⲩ
ⲣⲱⲙⲉ	N	ⲣⲱⲙⲉ
ⲛⲧⲉ	PREP	ⲛⲧⲉ
ⲡ̇	ART	ⲡ
ⲛⲟⲩⲧⲉ	N	ⲛⲟⲩⲧⲉ
ϫⲉ	CONJ	ϫⲉ
ⲛ̇ⲧ	ACONJ	ⲛⲧ
ⲁ	APST	ⲁ
ϥ	PPERS	ϥ
ⲣ	V	ⲣ
ⲟⲩ	PINT	ⲟⲩ
·ⲻ	PUNCT	.
Ⲡ	ART	ⲡ
ϩ̇ⲗⲗⲟ	N	ϩⲗⲗⲟ
ⲇⲉ	PTC	ⲇⲉ
ⲁ̇	APST	ⲁ
ϥ	PPERS	ϥ
ⲡⲱⲧ	V	ⲡⲱⲧ
ⲛ̇	PREP	ⲛ
ϫⲓ̇ⲟⲩⲉ̇	N	ϫⲓⲟⲩⲉ
ⲁ̇	APST	ⲁ
ϥ	PPERS	ϥ
ⲉⲓ	V	ⲉⲓ
ⲉ̇ⲃⲟⲗ	ADV	ⲉⲃⲟⲗ
ϩⲛ	PREP	ϩⲛ
ⲧ̇	ART	ⲧ
ⲡⲟⲗⲓ̇ⲥ	N	ⲡⲟⲗⲓⲥ
·	PUNCT	,
ϫⲉ	CONJ	ϫⲉ
ⲛ̇ⲛⲉ	ANEGOPT	ⲛⲛⲉ
ⲩ	PPERS	ⲩ
ⲥⲟⲩⲱⲛ	V	ⲥⲟⲩⲱⲛ
ϥ	PPERO	ϥ
Ⲁ	APST	ⲁ
ϥ	PPERS	ϥ
ϫⲟⲟ̇	V	ϫⲟⲟ
ⲥ	PPERO	ⲥ
ⲛ̇ϭⲓ̇	PTC	ⲛϭⲓ
ⲁ̇ⲡⲁ	N	ⲁⲡⲁ
ⲃⲏⲥⲁⲣⲓⲟⲛ	NPROP	ⲃⲏⲥⲁⲣⲓⲟⲛ
·	PUNCT	,
ϫⲉ	CONJ	ϫⲉ
ⲁⲓ̇	N	ⲁⲓ
ⲣ̇	V	ⲣ
ϩ̇ⲙⲉ	NUM	ϩⲙⲉ
ⲛ	PREP	ⲛ
ⲟⲩϣⲏ	N	ⲟⲩϣⲏ
ϩⲛ̇	PREP	ϩⲛ
ⲧ̇	ART	ⲧ
ⲙⲏⲧⲉ	N	ⲙⲏⲧⲉ
ⲛ	PREP	ⲛ
ⲟⲩ	ART	ⲟⲩ
ϩ̇ⲣⲁⲙⲛⲟⲥ	N	ϩⲣⲁⲙⲛⲟⲥ
ⲉ	CCIRC	ⲉ
ⲓ̇	PPERS	ⲓ
ⲁ̇ϩⲉⲣⲁⲧ	V	ⲁϩⲉⲣⲁⲧ
ⲙ̇ⲡ	ANEGPST	ⲙⲡ
ⲓ̇	PPERS	ⲓ
ⲛ̇ⲕⲟⲧⲕ̇	V	ⲛⲕⲟⲧⲕ
·ⲻ	PUNCT	·ⲻ
Ⲁ	APST	ⲁ
ⲟⲩⲁ̇	NUM	ⲟⲩⲁ
ⲛ̇	PREP	ⲛ
ⲛⲉ	ART	ⲛⲉ
ⲥⲛⲏⲩ	N	ⲥⲛⲏⲩ
ϫ̇ⲛⲟⲩ	V	ϫⲛⲟⲩ
ϥ	PPERO	ϥ
ⲛ	PREP	ⲛ
ⲟⲩ	ART	ⲟⲩ
ϩⲟⲟⲩ	N	ϩⲟⲟⲩ
ϫⲉ	CONJ	ϫⲉ
ⲁ̇ⲡⲁ	N	ⲁⲡⲁ
ⲉ̇ⲣϣⲁⲛ	NPROP	ⲉⲣϣⲁⲛ
ⲟⲩ	ART	ⲟⲩ
ϩⲟⲧⲉ	N	ϩⲟⲧⲉ
ϣⲱⲡⲉ	V	ϣⲱⲡⲉ
ϩⲛ̇	PREP	ϩⲛ
ⲟⲩ	ART	ⲟⲩ
ϣ̇ⲡⲛ̇ϣⲱⲡ	N	ϣⲡⲛϣⲱⲡ
ϣⲁ	AAOR	ϣⲁ
ⲕ	PPERS	ⲕ
ⲣ̇ϩ̇ⲟⲧⲉ	V	ⲣϩⲟⲧⲉ
ϩⲱ̇ⲱ̇	IMOD	ϩⲱⲱ
ⲕ	PPERO	ⲕ
·	PUNCT	.
Ⲡⲉϫⲉ	VBD	ⲡⲉϫⲉ
ⲡ̇	ART	ⲡ
ϩ̇ⲗⲗⲟ	N	ϩⲗⲗⲟ
ⲛⲁ	PREP	ⲛⲁ
ϥ	PPERO	ϥ
ϫⲉ	CONJ	ϫⲉ
ⲉ̇ⲣϣⲁⲛ	ACOND	ⲉⲣϣⲁⲛ
ⲧ̇	ART	ⲧ
ⲡⲉ	N	ⲡⲉ
ⲧⲱϭⲉ	V	ⲧⲱϭⲉ
ⲉ̇	PREP	ⲉ
ⲡ	ART	ⲡ
ⲕⲁϩ̇	N	ⲕⲁϩ
ⲛ̇	PREP	ⲛ
ⲑⲉⲱ̇ⲇⲱⲣⲟⲥ	NPROP	ⲑⲉⲱⲇⲱⲣⲟⲥ
ⲛⲁ̣	FUT	ⲛⲁ
ⲣ̇ϩⲟⲧⲉ	V	ⲣϩⲟⲧⲉ
ⲁ̇ⲛ	NEG	ⲁⲛ
·ⲻ	PUNCT	.
Ⲛⲉ	CPRET	ⲛⲉ
ⲁ̇	APST	ⲁ
ϥ	PPERS	ϥ
ⲧⲱⲃⲁϩ	V	ⲧⲱⲃⲁϩ
ⲅⲁⲣ	PTC	ⲅⲁⲣ
ⲙ̇	PREP	ⲙ
ⲡ̇	ART	ⲡ
ϫⲟⲉⲓ̇ⲥ	N	ϫⲟⲉⲓⲥ
ⲉ̇	PREP	ⲉ
ⲧⲣⲉ	ACAUS	ⲧⲣⲉ
ϥ	PPERS	ϥ
ϥⲓ̇	V	ϥⲓ
ⲉ̇ⲃⲟⲗ	ADV	ⲉⲃⲟⲗ
ⲙ̇ⲙⲟ	PREP	ⲙⲙⲟ
ϥ	PPERO	ϥ
ⲛ̇	PREP	ⲛ
ⲧ̇	ART	ⲧ
ⲙⲛⲧϭⲁⲃϩⲏⲧ	N	ⲙⲛⲧϭⲁⲃϩⲏⲧ
·ⲻ	PUNCT	.
Ⲟⲩ	ART	ⲟⲩ
ⲥⲟⲛ	N	ⲥⲟⲛ
ⲉ̇	CREL	ⲉ
ϥ	PPERS	ϥ
ϩⲙ̇ⲟⲟⲥ	V	ϩⲙⲟⲟⲥ
ϩⲛ̇	PREP	ϩⲛ
ⲛ̇	ART	ⲛ
ⲣⲓ̇	N	ⲣⲓ
ⲙⲁⲩⲁ̇ⲁ	IMOD	ⲙⲁⲩⲁⲁ
ϥ	PPERO	ϥ
ⲁ̇	APST	ⲁ
ϥ	PPERS	ϥ
ϣ̇ⲧⲟⲣⲧⲣ̇	V	ϣⲧⲟⲣⲧⲣ
·	PUNCT	·
ⲁ̇	APST	ⲁ
ϥ	PPERS	ϥ
ⲃⲱⲕ	V	ⲃⲱⲕ
ⲇⲉ	PTC	ⲇⲉ
ϣⲁ	PREP	ϣⲁ
ⲁ̇ⲡⲁ	N	ⲁⲡⲁ
ⲑⲉⲱ̇ⲇⲟⲣⲟⲥ	NPROP	ⲑⲉⲟⲇⲟⲣⲟⲥ
ⲛ̇ⲧⲉ	PREP	ⲛⲧⲉ
ⲡ̇	ART	ⲡ
ϩⲉⲣⲙⲏⲥ	NPROP	ϩⲉⲣⲙⲏⲥ
ⲁ̇	APST	ⲁ
ϥ	PPERS	ϥ
ϫⲟⲟ̇	V	ϫⲟⲟ
ⲥ	PPERO	ⲥ
ⲛⲁ	PREP	ⲛⲁ
ϥ	PPERO	ϥ
ⲻ	PUNCT	ⲻ
Ⲡⲉϫⲉ	VBD	ⲡⲉϫⲉ
ⲡ̇	ART	ⲡ
ϩⲗ̇ⲗⲟ	N	ϩⲗⲗⲟ
ⲇⲉ	PTC	ⲇⲉ
ⲛⲁ	PREP	ⲛⲁ
ϥ	PPERO	ϥ
ϫⲉ	CONJ	ϫⲉ
ⲃⲱⲕ	V	ⲃⲱⲕ
ⲛ̇	ACONJ	ⲛ
ⲅ̇	PPERS	ⲅ
ⲑⲃ̇ⲃⲓ̇ⲉ̇	V	ⲑⲃⲃⲓⲉ
ⲡⲉⲕ	PPOS	ⲡⲉⲕ
ϩⲏⲧ	N	ϩⲏⲧ
ⲛ̇	ACONJ	ⲛ
ⲅ̇	PPERS	ⲅ
ϭⲱ	V	ϭⲱ
ⲙⲛ̇	PREP	ⲙⲛ
ϩⲛ̇	ART	ϩⲉⲛ
ⲕⲟⲟⲩⲉ̇	N	ⲕⲟⲟⲩⲉ
ⲉ̇	CCIRC	ⲉ
ⲕ	PPERS	ⲕ
ϩⲩⲡⲟⲧⲁⲥⲥⲉ	V	ϩⲩⲡⲟⲧⲁⲥⲥⲉ
ⲛⲁ	PREP	ⲛⲁ
ⲩ	PPERO	ⲩ
·ⲻ	PUNCT	·ⲻ
Ⲁ	APST	ⲁ
ϥ	PPERS	ϥ
ⲃⲱⲕ	V	ⲃⲱⲕ
ⲇⲉ	PTC	ⲇⲉ
ⲁ̇	APST	ⲁ
ϥ	PPERS	ϥ
ϭⲱ	V	ϭⲱ
ⲙⲛ̇	PREP	ⲙⲛ
ϩⲟⲓ̇ⲛⲉ	N	ϩⲟⲓⲛⲉ
ϩⲙ̇	PREP	ϩⲙ
ⲡ̇	ART	ⲡ
ⲧⲟⲟⲩ	N	ⲧⲟⲟⲩ
ⲁ̇	APST	ⲁ
ϥ	PPERS	ϥ
ⲕ̇ⲧⲟ	V	ⲕⲧⲟ
ϥ	PPERO	ϥ
ⲟ̇ⲛ	ADV	ⲟⲛ
ⲁ̇	APST	ⲁ
ϥ	PPERS	ϥ
ⲉⲓ̇	V	ⲉⲓ
ϣⲁ	PREP	ϣⲁ
ⲡ̇	ART	ⲡ
ϩⲗ̇ⲗⲟ	N	ϩⲗⲗⲟ
